"Temperature","Intercept","SE_int","Slope","SE_slope","temp_categ","performance"
5,-0.988073379754089,0.0721207877901472,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
6,-0.948469398615482,0.0713725825252238,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
7,-0.908865417476876,0.0706601485449499,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
8,-0.869261436338269,0.0699845782990436,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
9,-0.829657455199662,0.0693469491630426,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
10,-0.790053474061056,0.0687483168373914,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
11,-0.750449492922449,0.0681897083800272,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
12,-0.710845511783843,0.0676721149452123,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
13,-0.671241530645236,0.0671964843171797,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
14,-0.63163754950663,0.0667637133422491,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
15,-0.592033568368023,0.0663746403766462,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
16,-0.552429587229417,0.0660300378785162,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
17,-0.51282560609081,0.0657306052807483,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
18,-0.473221624952204,0.0654769622854852,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
19,-0.433617643813597,0.0652696427209637,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
20,-0.39401366267499,0.0651090890961909,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
21,-0.354409681536384,0.0649956479787322,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
22,-0.314805700397777,0.0649295663056584,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
23,-0.275201719259171,0.0649109887178788,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
24,-0.235597738120564,0.064939955984358,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
25,-0.195993756981958,0.0650164045560364,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
26,-0.156389775843351,0.0651401672607932,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
27,-0.116785794704745,0.0653109751217979,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
28,-0.077181813566138,0.0655284602534057,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
29,-0.0375778324275315,0.0657921597626215,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
30,0.00202614871107509,0.0661015205612134,0.779487393532421,0.29003103566937,"ecol_relev","MMR"
